chimei,davis_family,genus,lat,lon,Geological period,花粉vs大型化石,文献,source,Age.min,Age.max
都野津,Aquifoliaceae,Ilex,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
都野津,Buxaceae,Buxus,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
都野津,Altingiaceae,Liquidambar,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
都野津,Cannabaceae,Celtis,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
都野津,Cannabaceae,Aphananthe,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
都野津,Ulmaceae,Ulmus,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
都野津,Ulmaceae,Zelkova,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
都野津,Fagaceae,Castanea,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
都野津,Fagaceae,Castanopsis,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
都野津,Fagaceae,Quercus,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
都野津,Fagaceae,Fagus,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
都野津,Betulaceae,Alnus,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
都野津,Betulaceae,Betula,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
都野津,Betulaceae,Corylus,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
都野津,Betulaceae,Carpinus,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
都野津,Juglandaceae,Juglans,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
都野津,Juglandaceae,Pterocarya,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
都野津,Juglandaceae,Carya,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
都野津,Salicaceae,Salix,34.990629,132.186127,Pleistocene,pollen,Onishi1969,JPNdata,,
"JP, Kyoto City",Sapindaceae,Acer,35.08333,135.766663,Pleistocene,pollen,1265254,PBDBdata,0.781,2.588
"JP, Kyoto City",Betulaceae,Alnus,35.08333,135.766663,Pleistocene,pollen,1265249,PBDBdata,0.781,2.588
"JP, Kyoto City",Compositae,Artemisia,35.08333,135.76666,Pleistocene,pollen,1265261,PBDBdata,0.781,2.588
"JP, Kyoto City",Betulaceae,Betula,35.08333,135.766663,Pleistocene,pollen,1265250,PBDBdata,0.781,2.588
"JP, Kyoto City",Betulaceae,Carpinus,35.08333,135.766663,Pleistocene,pollen,1265251,PBDBdata,0.781,2.588
"JP, Kyoto City",Cannabaceae,Celtis,35.08333,135.766663,Pleistocene,pollen,1265253,PBDBdata,0.781,2.588
"JP, Kyoto City",Betulaceae,Corylus,35.08333,135.766663,Pleistocene,pollen,1265252,PBDBdata,0.781,2.588
"JP, Kyoto City",Fagaceae,Fagus,35.08333,135.766663,Pleistocene,pollen,1265238,PBDBdata,0.781,2.588
"JP, Kyoto City",Juglandaceae,Juglans,35.08333,135.766663,Pleistocene,pollen,1265247,PBDBdata,0.781,2.588
"JP, Kyoto City",Polygonaceae,Polygonum,35.08333,135.766663,Pleistocene,pollen,1265257,PBDBdata,0.781,2.588
"JP, Kyoto City",Juglandaceae,Pterocarya,35.08333,135.766663,Pleistocene,pollen,1265248,PBDBdata,0.781,2.588
"JP, Kyoto City",Fagaceae,Quercus,35.08333,135.766663,Pleistocene,pollen,1265239,PBDBdata,0.781,2.588
"JP, Kyoto City",Ulmaceae,Ulmus,35.08333,135.766663,Pleistocene,pollen,1265240,PBDBdata,0.781,2.588
"JP, Kyoto City",Euphorbiaceae,Sapium,35.083332,135.766663,Pleistocene,pollen,1265255,PBDBdata,0.781,2.588
"JP, Kyoto City, Obata-gawa",Rhamnaceae,Paliurus,35.083332,135.766663,Pleistocene,pollen,1265256,PBDBdata,0.781,2.588
,Sapindaceae,Acer,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Sapindaceae,Aesculus,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Betulaceae,Alnus,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Vitaceae,Ampelopsis,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Compositae,Artemisia,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Betulaceae,Betula,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Buxaceae,Buxus,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Betulaceae,Carpinus,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Cercidiphyllaceae,Cercidiphyllum,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Betulaceae,Corylus,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Eupteleaceae,Euptelea,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Fagaceae,Fagus,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Oleaceae,Fraxinus,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Ulmaceae,Hemiptelea,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Aquifoliaceae,Ilex,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Lythraceae,Lagerstroemia,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Oleaceae,Ligustrum,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Caprifoliaceae,Lonicera,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Myricaceae,Myrica,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Vitaceae,Parthenocissus,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Rutaceae,Phellodendron,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Polygonaceae,Polygonum,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Fagaceae,Quercus,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Rhamnaceae,Paliurus,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Salicaceae,Salix,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Symplocaceae,Symplocos,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Malvaceae,Tilia,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Ulmaceae,Ulmus,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Adoxaceae,Viburnum,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Vitaceae,Vitis,35.102,135.586,Last glacial period,pollen,PANGAEA.872872,PANGAEA,,
,Sapindaceae,Aesculus,35.2,135.87,Pleistocene,pollen,PANGAEA.785670,PANGAEA,,
,Oleaceae,Fraxinus,35.2,135.87,Pleistocene,pollen,PANGAEA.785670,PANGAEA,,
,Sapindaceae,Acer,35.245,136.054,Holocene,pollen,PANGAEA.872849,PANGAEA,,
,Sapindaceae,Aesculus,35.245,136.054,Holocene,pollen,PANGAEA.872849,PANGAEA,,
,Betulaceae,Alnus,35.245,136.054,Holocene,pollen,PANGAEA.872849,PANGAEA,,
,Compositae,Artemisia,35.245,136.054,Holocene,pollen,PANGAEA.872849,PANGAEA,,
,Betulaceae,Betula,35.245,136.054,Holocene,pollen,PANGAEA.872849,PANGAEA,,
,Betulaceae,Carpinus,35.245,136.054,Holocene,pollen,PANGAEA.872849,PANGAEA,,
,Cercidiphyllaceae,Cercidiphyllum,35.245,136.054,Holocene,pollen,PANGAEA.872849,PANGAEA,,
,Fagaceae,Fagus,35.245,136.054,Holocene,pollen,PANGAEA.872849,PANGAEA,,
,Oleaceae,Fraxinus,35.245,136.054,Holocene,pollen,PANGAEA.872849,PANGAEA,,
,Fagaceae,Quercus,35.245,136.054,Holocene,pollen,PANGAEA.872849,PANGAEA,,
,Anacardiaceae,Rhus,35.245,136.054,Holocene,pollen,PANGAEA.872849,PANGAEA,,
,Salicaceae,Salix,35.245,136.054,Holocene,pollen,PANGAEA.872849,PANGAEA,,
,Ulmaceae,Ulmus,35.245,136.054,Holocene,pollen,PANGAEA.872849,PANGAEA,,
,Betulaceae,Corylus,35.245,136.054,Holocene,pollen,PANGAEA.872849,PANGAEA,,
,Polygonaceae,Polygonum,35.245,136.054,Holocene,pollen,PANGAEA.872849,PANGAEA,,
,Malvaceae,Tilia,35.245,136.054,Holocene,pollen,PANGAEA.872849,PANGAEA,,
,Sapindaceae,Acer,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Sapindaceae,Aesculus,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Betulaceae,Alnus,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Compositae,Artemisia,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Betulaceae,Betula,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Buxaceae,Buxus,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Betulaceae,Carpinus,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Cercidiphyllaceae,Cercidiphyllum,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Cornaceae,Cornus,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Betulaceae,Corylus,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Fagaceae,Fagus,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Oleaceae,Fraxinus,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Ulmaceae,Hemiptelea,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Aquifoliaceae,Ilex,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Oleaceae,Ligustrum,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Caprifoliaceae,Lonicera,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Lythraceae,Lythrum,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Myricaceae,Myrica,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Vitaceae,Parthenocissus,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Rutaceae,Phellodendron,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Polygonaceae,Polygonum,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Fagaceae,Quercus,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Rhamnaceae,Paliurus,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Anacardiaceae,Rhus,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Salicaceae,Salix,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Symplocaceae,Symplocos,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Malvaceae,Tilia,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Ulmaceae,Ulmus,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Adoxaceae,Viburnum,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
,Vitaceae,Vitis,35.245,136.054,Last glacial period,pollen,PANGAEA.872849,PANGAEA,,
Japan(Kyoto Pref.),Sapindaceae,Acer,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Betulaceae,Alnus,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Cannabaceae,Aphananthe,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Betulaceae,Betula,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Betulaceae,Carpinus,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Cannabaceae,Celtis,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Betulaceae,Corylus,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Elaeagnaceae,Elaeagnus,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Fagaceae,Fagus,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Aquifoliaceae,Ilex,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Juglandaceae,Juglans,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Lythraceae,Lagerstroemia,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Altingiaceae,Liquidambar,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Juglandaceae,Pterocarya,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Fagaceae,Quercus,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Euphorbiaceae,Sapium,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Symplocaceae,Symplocos,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Malvaceae,Tilia,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Ulmaceae,Ulmus,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
Japan(Kyoto Pref.),Ulmaceae,Zelkova,35.24583334,135.45,Pleistocene,pollen,11892,Palynodata,,
大沼藍沢　site361,Salicaceae,Salix,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site361,Juglandaceae,Juglans,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site361,Betulaceae,Corylus,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site361,Betulaceae,Betula,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site361,Betulaceae,Carpinus,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site361,Betulaceae,Alnus,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site361,Fagaceae,Fagus,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site361,Fagaceae,Quercus,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site361,Anacardiaceae,Rhus,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site361,Rutaceae,Zanthoxylum,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site361,Sapindaceae,Aesculus,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site361,Sapindaceae,Acer,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site361,Cornaceae,Cornus,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site361,Styracaceae,Styrax,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site361,Oleaceae,Fraxinus,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site361,Polygonaceae,Polygonum,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site361,Compositae,Artemisia,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site953,Salicaceae,Salix,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site953,Juglandaceae,Juglans,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site953,Betulaceae,Corylus,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site953,Betulaceae,Betula,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site953,Betulaceae,Carpinus,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site953,Betulaceae,Alnus,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site953,Fagaceae,Fagus,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site953,Fagaceae,Quercus,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site953,Anacardiaceae,Rhus,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site953,Sapindaceae,Aesculus,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site953,Sapindaceae,Acer,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site953,Styracaceae,Styrax,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site953,Oleaceae,Fraxinus,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site953,Polygonaceae,Polygonum,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
大沼藍沢　site953,Compositae,Artemisia,35.29849,138.95879,Holocene,pollen,25_225,japan_glacial_fossil,,
Hosoike Moor,Sapindaceae,Acer,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Sapindaceae,Aesculus,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Betulaceae,Alnus,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Compositae,Artemisia,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Betulaceae,Betula,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Betulaceae,Carpinus,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Fagaceae,Castanea,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Fagaceae,Castanopsis,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Cannabaceae,Celtis,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Betulaceae,Corylus,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Elaeagnaceae,Elaeagnus,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Fagaceae,Fagus,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Oleaceae,Fraxinus,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Haloragaceae,Haloragis,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Aquifoliaceae,Ilex,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Juglandaceae,Juglans,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Oleaceae,Ligustrum,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Fagaceae,Quercus,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Salicaceae,Salix,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Symplocaceae,Symplocos,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Malvaceae,Tilia,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Ulmaceae,Ulmus,35.35,134.1333333,Holocene,pollen,10297,neotoma,,
Hosoike Moor,Sapindaceae,Acer,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Sapindaceae,Aesculus,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Betulaceae,Alnus,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Compositae,Artemisia,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Betulaceae,Betula,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Buxaceae,Buxus,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Betulaceae,Carpinus,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Fagaceae,Castanea,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Cannabaceae,Celtis,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Betulaceae,Corylus,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Fagaceae,Fagus,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Oleaceae,Fraxinus,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Haloragaceae,Haloragis,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Aquifoliaceae,Ilex,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Juglandaceae,Juglans,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Fagaceae,Quercus,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Salicaceae,Salix,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Symplocaceae,Symplocos,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Malvaceae,Tilia,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Hosoike Moor,Ulmaceae,Ulmus,35.35,134.1333333,Last glacial period,pollen,10297,neotoma,,
Ohnuma Moor,Sapindaceae,Acer,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Sapindaceae,Aesculus,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Betulaceae,Alnus,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Compositae,Artemisia,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Betulaceae,Betula,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Betulaceae,Carpinus,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Fagaceae,Castanea,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Cannabaceae,Celtis,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Betulaceae,Corylus,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Fagaceae,Fagus,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Oleaceae,Fraxinus,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Haloragaceae,Haloragis,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Aquifoliaceae,Ilex,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Juglandaceae,Juglans,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Fagaceae,Quercus,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Salicaceae,Salix,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Symplocaceae,Symplocos,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Malvaceae,Tilia,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Ulmaceae,Ulmus,35.40833333,134.5666667,Holocene,pollen,10324,neotoma,,
Ohnuma Moor,Sapindaceae,Acer,35.40833333,134.5666667,Last glacial period,pollen,10324,neotoma,,
Ohnuma Moor,Sapindaceae,Aesculus,35.40833333,134.5666667,Last glacial period,pollen,10324,neotoma,,
Ohnuma Moor,Betulaceae,Alnus,35.40833333,134.5666667,Last glacial period,pollen,10324,neotoma,,
Ohnuma Moor,Compositae,Artemisia,35.40833333,134.5666667,Last glacial period,pollen,10324,neotoma,,
Ohnuma Moor,Betulaceae,Betula,35.40833333,134.5666667,Last glacial period,pollen,10324,neotoma,,
Ohnuma Moor,Betulaceae,Carpinus,35.40833333,134.5666667,Last glacial period,pollen,10324,neotoma,,
Ohnuma Moor,Fagaceae,Castanea,35.40833333,134.5666667,Last glacial period,pollen,10324,neotoma,,
Ohnuma Moor,Cannabaceae,Celtis,35.40833333,134.5666667,Last glacial period,pollen,10324,neotoma,,
Ohnuma Moor,Betulaceae,Corylus,35.40833333,134.5666667,Last glacial period,pollen,10324,neotoma,,
Ohnuma Moor,Fagaceae,Fagus,35.40833333,134.5666667,Last glacial period,pollen,10324,neotoma,,
Ohnuma Moor,Oleaceae,Fraxinus,35.40833333,134.5666667,Last glacial period,pollen,10324,neotoma,,
Ohnuma Moor,Aquifoliaceae,Ilex,35.40833333,134.5666667,Last glacial period,pollen,10324,neotoma,,
Ohnuma Moor,Juglandaceae,Juglans,35.40833333,134.5666667,Last glacial period,pollen,10324,neotoma,,
Ohnuma Moor,Fagaceae,Quercus,35.40833333,134.5666667,Last glacial period,pollen,10324,neotoma,,
Ohnuma Moor,Salicaceae,Salix,35.40833333,134.5666667,Last glacial period,pollen,10324,neotoma,,
Ohnuma Moor,Symplocaceae,Symplocos,35.40833333,134.5666667,Last glacial period,pollen,10324,neotoma,,
Ohnuma Moor,Malvaceae,Tilia,35.40833333,134.5666667,Last glacial period,pollen,10324,neotoma,,
Ohnuma Moor,Ulmaceae,Ulmus,35.40833333,134.5666667,Last glacial period,pollen,10324,neotoma,,
,Betulaceae,Betula,35.42,139.32,Holocene,pollen,PANGAEA.785247,PANGAEA,,
,Fagaceae,Fagus,35.42,139.32,Holocene,pollen,PANGAEA.785247,PANGAEA,,
,Fagaceae,Quercus,35.42,139.32,Holocene,pollen,PANGAEA.785247,PANGAEA,,
Iwaya site,Sapindaceae,Acer,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Sapindaceae,Aesculus,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Betulaceae,Alnus,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Compositae,Artemisia,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Betulaceae,Betula,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Theaceae,Camellia,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Betulaceae,Carpinus,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
Iwaya site,Fagaceae,Castanea,35.51763,135.88674,Holocene,macrofossil/pollen,9606,neotoma,,
