chimei,davis_family,genus,lat,lon,Geological period,花粉vs大型化石,文献,source,Age.min,Age.max
YK-4,Betulaceae,Carpinus,35.73716,140.561678,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-4,Betulaceae,Corylus,35.73716,140.561678,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-4,Sapindaceae,Acer,35.73716,140.561678,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-4,Sapindaceae,Aesculus,35.73716,140.561678,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-4,Elaeagnaceae,Elaeagnus,35.73716,140.561678,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-4,Oleaceae,Fraxinus,35.73716,140.561678,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-4,Aquifoliaceae,Ilex,35.73716,140.561678,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-4,Compositae,Artemisia,35.73716,140.561678,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Salicaceae,Salix,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Juglandaceae,Juglans,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Fagaceae,Fagus,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Fagaceae,Quercus,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Betulaceae,Alnus,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Betulaceae,Betula,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Betulaceae,Carpinus,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Betulaceae,Corylus,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Sapindaceae,Acer,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Sapindaceae,Aesculus,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Garryaceae,Aucuba,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Elaeagnaceae,Elaeagnus,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Oleaceae,Fraxinus,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Aquifoliaceae,Ilex,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Euphorbiaceae,Mallotus,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Myricaceae,Myrica,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Anacardiaceae,Rhus,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Symplocaceae,Symplocos,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Malvaceae,Tilia,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Compositae,Artemisia,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
YK-6,Lamiaceae,Caryopteris,35.73918,140.56391,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Salicaceae,Salix,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Juglandaceae,Juglans,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Fagaceae,Fagus,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Fagaceae,Quercus,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Betulaceae,Alnus,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Betulaceae,Betula,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Betulaceae,Carpinus,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Betulaceae,Corylus,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Sapindaceae,Acer,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Sapindaceae,Aesculus,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Garryaceae,Aucuba,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Theaceae,Camellia,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Elaeagnaceae,Elaeagnus,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Oleaceae,Fraxinus,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Aquifoliaceae,Ilex,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Euphorbiaceae,Mallotus,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Myricaceae,Myrica,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Rhamnaceae,Rhamnus,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Anacardiaceae,Rhus,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Symplocaceae,Symplocos,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Malvaceae,Tilia,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
Yk-7,Compositae,Artemisia,35.742211,140.562193,Holocene,pollen,16_1,japan_glacial_fossil,,
,Salicaceae,Salix,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Juglandaceae,Carya,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Betulaceae,Carpinus,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Betulaceae,Corylus,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Betulaceae,Betula,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Betulaceae,Alnus,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Fagaceae,Fagus,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Fagaceae,Quercus,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Fagaceae,Castanea,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Altingiaceae,Liquidambar,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Rutaceae,Orixa,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Buxaceae,Buxus,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Aquifoliaceae,Ilex,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Sapindaceae,Acer,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Vitaceae,Parthenocissus,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Malvaceae,Tilia,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Elaeagnaceae,Elaeagnus,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Lythraceae,Lagerstroemia,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Cornaceae,Cornus,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Symplocaceae,Symplocos,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Caprifoliaceae,Weigela,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Amaranthaceae,Kochia,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Compositae,Artemisia,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Compositae,Ambrosia,35.770871,139.90332,Holocene,pollen,1.10E+11,japan_glacial_fossil,,
,Sapindaceae,Aesculus,35.88,139.68,Holocene,pollen,PANGAEA.785247,PANGAEA,,
八ケ岳西麓,Rhamnaceae,Rhamnus,36.02,138.2,Last glacial period,macrofossil,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Rosaceae,Rubus,36.02,138.2,Last glacial period,macrofossil,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Cercidiphyllaceae,Cercidiphyllum,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Aquifoliaceae,Ilex,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Malvaceae,Tilia,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Elaeagnaceae,Elaeagnus,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Styracaceae,Styrax,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Cornaceae,Cornus,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Caprifoliaceae,Lonicera,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Oleaceae,Ligustrum,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Oleaceae,Syringa,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Betulaceae,Alnus,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Betulaceae,Betula,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Betulaceae,Carpinus,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Betulaceae,Corylus,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Fagaceae,Fagus,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Fagaceae,Quercus,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Fagaceae,Castanea,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Juglandaceae,Juglans,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Juglandaceae,Pterocarya,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Salicaceae,Salix,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Sapindaceae,Acer,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Oleaceae,Fraxinus,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Adoxaceae,Viburnum,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Compositae,Artemisia,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
八ケ岳西麓,Polygonaceae,Polygonum,36.02,138.2,Last glacial period,pollen,Fo004,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Fagaceae,Quercus,36.420868,139.035287,Holocene,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Salicaceae,Salix,36.420868,139.035287,Holocene,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Juglandaceae,Pterocarya,36.420868,139.035287,Holocene,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Juglandaceae,Juglans,36.420868,139.035287,Holocene,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Betulaceae,Corylus,36.420868,139.035287,Holocene,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Betulaceae,Betula,36.420868,139.035287,Holocene,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Betulaceae,Alnus,36.420868,139.035287,Holocene,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Rutaceae,Phellodendron,36.420868,139.035287,Holocene,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Sapindaceae,Aesculus,36.420868,139.035287,Holocene,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Fagaceae,Fagus,36.420868,139.035287,Holocene,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Sapindaceae,Acer,36.420868,139.035287,Holocene,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Malvaceae,Tilia,36.420868,139.035287,Holocene,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Oleaceae,Fraxinus,36.420868,139.035287,Holocene,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Oleaceae,Ligustrum,36.420868,139.035287,Holocene,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Adoxaceae,Viburnum,36.420868,139.035287,Holocene,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Cornaceae,Cornus,36.420868,139.035287,Holocene,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Polygonaceae,Polygonum,36.420868,139.035287,Holocene,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Compositae,Artemisia,36.420868,139.035287,Holocene,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Betulaceae,Betula,36.420868,139.035287,Last glacial period,macrofossil,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Betulaceae,Alnus,36.420868,139.035287,Last glacial period,macrofossil,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Vitaceae,Vitis,36.420868,139.035287,Last glacial period,macrofossil,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Fagaceae,Quercus,36.420868,139.035287,Last glacial period,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Vitaceae,Vitis,36.420868,139.035287,Last glacial period,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Symplocaceae,Symplocos,36.420868,139.035287,Last glacial period,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Salicaceae,Salix,36.420868,139.035287,Last glacial period,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Betulaceae,Corylus,36.420868,139.035287,Last glacial period,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Betulaceae,Betula,36.420868,139.035287,Last glacial period,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Betulaceae,Alnus,36.420868,139.035287,Last glacial period,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Fagaceae,Fagus,36.420868,139.035287,Last glacial period,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Sapindaceae,Acer,36.420868,139.035287,Last glacial period,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Malvaceae,Tilia,36.420868,139.035287,Last glacial period,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Oleaceae,Fraxinus,36.420868,139.035287,Last glacial period,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Adoxaceae,Viburnum,36.420868,139.035287,Last glacial period,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Polygonaceae,Polygonum,36.420868,139.035287,Last glacial period,pollen,23_263,japan_glacial_fossil,,
前橋市総社町(標高125ｍ）,Compositae,Artemisia,36.420868,139.035287,Last glacial period,pollen,23_263,japan_glacial_fossil,,
稲荷山,Salicaceae,Salix,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Myricaceae,Myrica,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Juglandaceae,Pterocarya,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Juglandaceae,Juglans,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Betulaceae,Carpinus,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Betulaceae,Corylus,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Betulaceae,Betula,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Betulaceae,Alnus,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Fagaceae,Fagus,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Fagaceae,Quercus,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Ulmaceae,Ulmus,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Cannabaceae,Celtis,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Cercidiphyllaceae,Cercidiphyllum,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Buxaceae,Buxus,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Sapindaceae,Acer,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Oleaceae,Syringa,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Oleaceae,Fraxinus,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Adoxaceae,Viburnum,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Compositae,Artemisia,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Leguminosae,Wisteria,36.545872,138.034029,Holocene,pollen,44_323,japan_glacial_fossil,,
稲荷山,Salicaceae,Salix,36.545872,138.034029,Last glacial period,pollen,44_323,japan_glacial_fossil,,
稲荷山,Myricaceae,Myrica,36.545872,138.034029,Last glacial period,pollen,44_323,japan_glacial_fossil,,
稲荷山,Juglandaceae,Juglans,36.545872,138.034029,Last glacial period,pollen,44_323,japan_glacial_fossil,,
稲荷山,Betulaceae,Carpinus,36.545872,138.034029,Last glacial period,pollen,44_323,japan_glacial_fossil,,
稲荷山,Betulaceae,Corylus,36.545872,138.034029,Last glacial period,pollen,44_323,japan_glacial_fossil,,
稲荷山,Betulaceae,Betula,36.545872,138.034029,Last glacial period,pollen,44_323,japan_glacial_fossil,,
稲荷山,Betulaceae,Alnus,36.545872,138.034029,Last glacial period,pollen,44_323,japan_glacial_fossil,,
稲荷山,Fagaceae,Fagus,36.545872,138.034029,Last glacial period,pollen,44_323,japan_glacial_fossil,,
稲荷山,Fagaceae,Quercus,36.545872,138.034029,Last glacial period,pollen,44_323,japan_glacial_fossil,,
稲荷山,Ulmaceae,Ulmus,36.545872,138.034029,Last glacial period,pollen,44_323,japan_glacial_fossil,,
稲荷山,Buxaceae,Buxus,36.545872,138.034029,Last glacial period,pollen,44_323,japan_glacial_fossil,,
稲荷山,Sapindaceae,Acer,36.545872,138.034029,Last glacial period,pollen,44_323,japan_glacial_fossil,,
稲荷山,Oleaceae,Fraxinus,36.545872,138.034029,Last glacial period,pollen,44_323,japan_glacial_fossil,,
稲荷山,Adoxaceae,Viburnum,36.545872,138.034029,Last glacial period,pollen,44_323,japan_glacial_fossil,,
稲荷山,Compositae,Artemisia,36.545872,138.034029,Last glacial period,pollen,44_323,japan_glacial_fossil,,
久慈郡大子町,Sapindaceae,Acer,36.69375,140.40699,Pleistocene,macrofossil,科博,JPNdata,,
,Betulaceae,Corylus,36.77,139.45,Holocene,pollen,PANGAEA.785247,PANGAEA,,
,Malvaceae,Tilia,36.87,138.15,Pleistocene,pollen,PANGAEA.785670,PANGAEA,,
,Myricaceae,Myrica,36.92,139.22,Holocene,pollen,PANGAEA.785247,PANGAEA,,
,Aquifoliaceae,Ilex,37.22,139.62,Holocene,pollen,PANGAEA.785247,PANGAEA,,
,Anacardiaceae,Rhus,37.22,139.62,Holocene,pollen,PANGAEA.785247,PANGAEA,,
法正尻湿原,Fagaceae,Fagus,37.542927,140.053014,Holocene,pollen,18_79,japan_glacial_fossil,,
法正尻湿原,Fagaceae,Quercus,37.542927,140.053014,Holocene,pollen,18_79,japan_glacial_fossil,,
法正尻湿原,Betulaceae,Betula,37.542927,140.053014,Holocene,pollen,18_79,japan_glacial_fossil,,
法正尻湿原,Fagaceae,Fagus,37.542927,140.053014,Last glacial period,pollen,18_79,japan_glacial_fossil,,
法正尻湿原,Fagaceae,Quercus,37.542927,140.053014,Last glacial period,pollen,18_79,japan_glacial_fossil,,
法正尻湿原,Betulaceae,Betula,37.542927,140.053014,Last glacial period,pollen,18_79,japan_glacial_fossil,,
,Oleaceae,Fraxinus,37.55,140.03,Holocene,pollen,PANGAEA.785247,PANGAEA,,
女沼,Fagaceae,Fagus,37.699,140.322393,Holocene,pollen,18_79,japan_glacial_fossil,,
女沼,Fagaceae,Quercus,37.699,140.322393,Holocene,pollen,18_79,japan_glacial_fossil,,
女沼,Betulaceae,Betula,37.699,140.322393,Holocene,pollen,18_79,japan_glacial_fossil,,
女沼,Betulaceae,Carpinus,37.699,140.322393,Holocene,pollen,18_79,japan_glacial_fossil,,
女沼,Sapindaceae,Acer,37.699,140.322393,Holocene,pollen,18_79,japan_glacial_fossil,,
女沼,Ulmaceae,Ulmus,37.699,140.322393,Holocene,pollen,18_79,japan_glacial_fossil,,
女沼,Sapindaceae,Aesculus,37.699,140.322393,Holocene,pollen,18_79,japan_glacial_fossil,,
女沼,Malvaceae,Tilia,37.699,140.322393,Holocene,pollen,18_79,japan_glacial_fossil,,
女沼,Oleaceae,Fraxinus,37.699,140.322393,Holocene,pollen,18_79,japan_glacial_fossil,,
女沼,Aquifoliaceae,Ilex,37.699,140.322393,Holocene,pollen,18_79,japan_glacial_fossil,,
女沼,Juglandaceae,Pterocarya,37.699,140.322393,Holocene,pollen,18_79,japan_glacial_fossil,,
Yachidaira Moor,Sapindaceae,Acer,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Sapindaceae,Aesculus,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Betulaceae,Alnus,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Compositae,Artemisia,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Betulaceae,Betula,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Polygonaceae,Polygonum,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Betulaceae,Carpinus,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Fagaceae,Castanea,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Ranunculaceae,Clematis,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Cornaceae,Cornus,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Betulaceae,Corylus,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Fagaceae,Fagus,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Oleaceae,Fraxinus,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Aquifoliaceae,Ilex,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Juglandaceae,Juglans,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Rosaceae,Prunus,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Juglandaceae,Pterocarya,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Fagaceae,Quercus,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Salicaceae,Salix,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Rosaceae,Sorbus,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Symplocaceae,Symplocos,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Malvaceae,Tilia,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Ulmaceae,Ulmus,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
Yachidaira Moor,Adoxaceae,Viburnum,37.729695,140.207665,Holocene,pollen,10344,neotoma,,
茂庭高田湿原,Fagaceae,Fagus,38.236259,140.768058,Holocene,pollen,18_79,japan_glacial_fossil,,
茂庭高田湿原,Fagaceae,Quercus,38.236259,140.768058,Holocene,pollen,18_79,japan_glacial_fossil,,
茂庭高田湿原,Betulaceae,Betula,38.236259,140.768058,Holocene,pollen,18_79,japan_glacial_fossil,,
茂庭高田湿原,Betulaceae,Carpinus,38.236259,140.768058,Holocene,pollen,18_79,japan_glacial_fossil,,
茂庭高田湿原,Ulmaceae,Ulmus,38.236259,140.768058,Holocene,pollen,18_79,japan_glacial_fossil,,
茂庭高田湿原,Oleaceae,Fraxinus,38.236259,140.768058,Holocene,pollen,18_79,japan_glacial_fossil,,
茂庭高田湿原,Juglandaceae,Pterocarya,38.236259,140.768058,Holocene,pollen,18_79,japan_glacial_fossil,,
茂庭高田湿原,Anacardiaceae,Rhus,38.236259,140.768058,Holocene,pollen,18_79,japan_glacial_fossil,,
Japan(Yamagata Pref.),Sapindaceae,Acer,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Sapindaceae,Aesculus,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Betulaceae,Alnus,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Betulaceae,Betula,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Betulaceae,Carpinus,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Juglandaceae,Carya,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Fagaceae,Castanea,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Cornaceae,Cornus,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Betulaceae,Corylus,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Elaeagnaceae,Elaeagnus,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Celastraceae,Euonymus,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Fagaceae,Fagus,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Oleaceae,Fraxinus,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Hydrangeaceae,Hydrangea,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Aquifoliaceae,Ilex,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
Japan(Yamagata Pref.),Juglandaceae,Juglans,38.47083334,140.09375,Pleistocene,pollen,13918,Palynodata,,
